name,title,bio,imagelocation
"Tom Cornell","Maroon Head Coach","Tom Cornell is 22 years old and is married with 3 boys, 18, 17, and 9. He has coached before for Dullin's competitive baseball, CYAA footballs, and many others. He was also a Boy Scout Leader.","imgs/coaches/nocoachpng.png"
